model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,condition,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price
"Honda Civic, 2012",2012,139 247 км,красный,2 840  / год,автоматическая,передний,Не требует ремонта,3 или более,1.8 л,142 л.с.,бензиновый ,АИ-95 ,10.9 с,6.3 л,Япония ,C ,210 км/ч,Euro 5 ,1 438 000 
"Lada (ВАЗ) Kalina, 2014",2014,99 999 км,синий,2 120  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,106 л.с.,бензиновый ,АИ-95 ,11.0 с,6.7 л,Россия ,B ,181 км/ч,Euro 4 ,450 000 
"Kia Sportage, 2018",2018,142 309 км,серый,3 000  / год,автоматическая,полный,Не требует ремонта,2 владельца,2.0 л,150 л.с.,бензиновый ,АИ-95 ,11.6 с,8.3 л,Южная Корея ,C ,180 км/ч,Euro 5 ,2 300 000 
"Kia Rio, 2010",2010,124 150 км,серый,873  / год,автоматическая,передний,Не требует ремонта,3 или более,1.4 л,97 л.с.,бензиновый ,АИ-95 ,14.5 с,6.9 л,Южная Корея ,B ,168 км/ч,?,740 000 
"Hyundai ix35, 2010",2010,130 610 км,белый,3 000  / год,автоматическая,полный,Не требует ремонта,3 или более,2.0 л,150 л.с.,бензиновый ,АИ-95 ,11.3 с,8.2 л,Южная Корея ,C ,176 км/ч,?,1 300 000 
"Mercedes-Benz GLK-Класс 350 CDI, 2011",2011,243 622 км,чёрный,17 325  / год,автоматическая,полный,Не требует ремонта,2 владельца,3.0 л,231 л.с.,дизельный ,ДТ ,7.3 с,8.0 л,Германия ,D ,225 км/ч,Euro 4 ,1 540 000 
"Haval F7, 2019",2019,139 000 км,чёрный,7 600  / год,роботизированная,полный,Не требует ремонта,2 владельца,2.0 л,190 л.с.,бензиновый ,АИ-95 ,9.0 с,8.8 л,Китай ,C ,195 км/ч,Euro 5 ,2 100 000 
"Haval F7, 2019",2019,27 300 км,синий,7 600  / год,роботизированная,передний,Не требует ремонта,2 владельца,2.0 л,190 л.с.,бензиновый ,АИ-95 ,9.0 с,8.8 л,Китай ,C ,195 км/ч,Euro 5 ,1 950 000 
"Audi Q7, 2008",2008,210 000 км,белый,48 900  / год,автоматическая,полный,Не требует ремонта,3 или более,4.1 л,326 л.с.,дизельный ,ДТ ,6.4 с,11.1 л,Германия ,E ,236 км/ч,?,1 539 000 
"Hyundai Santa Fe, 2005",2005,212 723 км,серый,2 920  / год,механическая,полный,Не требует ремонта,3 или более,2.4 л,146 л.с.,бензиновый ,АИ-95 ,11.4 с,9.8 л,Южная Корея ,D ,173 км/ч,?,750 000 
"Hyundai Tucson, 2016",2016,125 500 км,белый,3 000  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.0 л,150 л.с.,бензиновый ,АИ-95 ,11.8 с,8.3 л,Южная Корея ,C ,180 км/ч,Euro 5 ,2 160 000 
"Audi Q5, 2013",2013,179 891 км,белый,16 875  / год,автоматическая,полный,Не требует ремонта,3 или более,2.0 л,225 л.с.,бензиновый ,АИ-95 ,7.1 с,7.9 л,Германия ,D ,222 км/ч,Euro 5 ,1 899 000 
"Lada (ВАЗ) Granta, 2018",2018,98 000 км,белый,783  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,87 л.с.,бензиновый ,АИ-95 ,11.6 с,7.5 л,Россия ,B ,172 км/ч,Euro 5 ,599 000 
"Kia Rio 4-speed, 2012",2012,137 311 км,чёрный,2 460  / год,автоматическая,передний,Не требует ремонта,3 или более,1.6 л,123 л.с.,бензиновый ,АИ-92 ,11.2 с,6.5 л,Южная Корея ,B ,180 км/ч,Euro 4 ,899 000 
"Hyundai Sonata, 2017",2017,39 707 км,белый,3 000  / год,автоматическая,передний,Не требует ремонта,1 владелец,2.0 л,150 л.с.,бензиновый ,АИ-95 ,11.1 с,7.8 л,Южная Корея ,D ,205 км/ч,Euro 5 ,2 049 000 
"Lada (ВАЗ) Vesta, 2022",2022,44 092 км,серый,2 120  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,106 л.с.,бензиновый ,АИ-92 ,11.2 с,6.9 л,Россия ,B ,175 км/ч,Euro 5 ,1 299 990 
"Nissan Almera, 2005",2005,193 400 км,чёрный,882  / год,механическая,передний,Не требует ремонта,3 или более,1.5 л,98 л.с.,бензиновый ,АИ-95 ,13.1 с,6.6 л,Япония ,C ,177 км/ч,?,410 000 
"Renault Kaptur, 2017",2017,82 050 км,чёрный,2 280  / год,вариатор,передний,Не требует ремонта,1 владелец,1.6 л,114 л.с.,бензиновый ,АИ-95 ,12.9 с,6.9 л,Франция ,B ,166 км/ч,Euro 5 ,1 450 000 
"Geely Atlas, 2019",2019,92 000 км,белый,7 360  / год,автоматическая,полный,Не требует ремонта,2 владельца,1.8 л,184 л.с.,бензиновый ,АИ-95 ,10.7 с,9.0 л,Китай ,C ,195 км/ч,Euro 5 ,1 870 000 
"Hyundai Solaris, 2019",2019,84 000 км,серый,2 460  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,123 л.с.,бензиновый ,АИ-92 ,10.3 с,6.0 л,Южная Корея ,B ,193 км/ч,Euro 5 ,1 330 000 
"Chevrolet Captiva, 2008",2008,225 719 км,серебристый,2 720  / год,механическая,полный,Не требует ремонта,2 владельца,2.4 л,136 л.с.,бензиновый ,АИ-95 ,11.5 с,9.3 л,США ,D ,183 км/ч,?,1 068 000 
"Lada (ВАЗ) Granta, 2021",2021,78 600 км,серый,882  / год,автоматическая,передний,Не требует ремонта,2 владельца,1.6 л,98 л.с.,бензиновый ,АИ-95 ,13.1 с,7.2 л,Россия ,B ,176 км/ч,Euro 5 ,969 990 
"Kia Rio, 2010",2010,124 150 км,серый,873  / год,автоматическая,передний,Не требует ремонта,3 или более,1.4 л,97 л.с.,бензиновый ,АИ-95 ,14.5 с,6.9 л,Южная Корея ,B ,168 км/ч,?,740 000 
"Lada (ВАЗ) XRAY, 2019",2019,57 360 км,коричневый,2 120  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,106 л.с.,бензиновый ,АИ-95 ,11.4 с,7.2 л,Россия ,B ,176 км/ч,?,1 099 000 
"Skoda Rapid, 2021",2021,60 000 км,бежевый,2 200  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,110 л.с.,бензиновый ,АИ-95 ,10.7 с,6.0 л,Чехия ,B ,195 км/ч,Euro 5 ,1 599 000 
"Mercedes-Benz GLK-Класс 350 CDI, 2011",2011,243 622 км,чёрный,17 325  / год,автоматическая,полный,Не требует ремонта,2 владельца,3.0 л,231 л.с.,дизельный ,ДТ ,7.3 с,8.0 л,Германия ,D ,225 км/ч,Euro 4 ,1 540 000 
"Haval F7, 2019",2019,139 000 км,чёрный,7 600  / год,роботизированная,полный,Не требует ремонта,2 владельца,2.0 л,190 л.с.,бензиновый ,АИ-95 ,9.0 с,8.8 л,Китай ,C ,195 км/ч,Euro 5 ,2 100 000 
"Kia Sportage, 2018",2018,142 309 км,серый,3 000  / год,автоматическая,полный,Не требует ремонта,2 владельца,2.0 л,150 л.с.,бензиновый ,АИ-95 ,11.6 с,8.3 л,Южная Корея ,C ,180 км/ч,Euro 5 ,2 300 000 
"Honda Civic, 2012",2012,139 247 км,красный,2 840  / год,автоматическая,передний,Не требует ремонта,3 или более,1.8 л,142 л.с.,бензиновый ,АИ-95 ,10.9 с,6.3 л,Япония ,C ,210 км/ч,Euro 5 ,1 438 000 
"Kia Sportage, 2016",2016,97 180 км,чёрный,3 000  / год,автоматическая,полный,Не требует ремонта,3 или более,2.0 л,150 л.с.,бензиновый ,АИ-95 ,11.6 с,8.3 л,Южная Корея ,C ,180 км/ч,Euro 5 ,2 189 818 
"Audi A4, 2014",2014,83 383 км,красный,16 875  / год,роботизированная,полный,Не требует ремонта,3 или более,2.0 л,225 л.с.,бензиновый ,АИ-95 ,6.4 с,6.7 л,Германия ,D ,250 км/ч,Euro 6 ,1 299 000 
"Hyundai Tucson, 2016",2016,125 500 км,белый,3 000  / год,автоматическая,полный,Не требует ремонта,1 владелец,2.0 л,150 л.с.,бензиновый ,АИ-95 ,11.8 с,8.3 л,Южная Корея ,C ,180 км/ч,Euro 5 ,2 160 000 
"Audi Q7, 2008",2008,210 000 км,белый,48 900  / год,автоматическая,полный,Не требует ремонта,3 или более,4.1 л,326 л.с.,дизельный ,ДТ ,6.4 с,11.1 л,Германия ,E ,236 км/ч,?,1 539 000 
"Hyundai Santa Fe, 2005",2005,212 723 км,серый,2 920  / год,механическая,полный,Не требует ремонта,3 или более,2.4 л,146 л.с.,бензиновый ,АИ-95 ,11.4 с,9.8 л,Южная Корея ,D ,173 км/ч,?,750 000 
"EXEED TXL, 2021",2021,28 782 км,серый,7 440  / год,роботизированная,полный,Не требует ремонта,2 владельца,1.6 л,186 л.с.,бензиновый ,АИ-92 ,9.8 с,7.8 л,Китай ,D ,185 км/ч,Euro 5 ,2 350 000 
"Renault Kaptur, 2017",2017,82 050 км,чёрный,2 280  / год,вариатор,передний,Не требует ремонта,1 владелец,1.6 л,114 л.с.,бензиновый ,АИ-95 ,12.9 с,6.9 л,Франция ,B ,166 км/ч,Euro 5 ,1 450 000 
"Lada (ВАЗ) Granta, 2017",2017,95 000 км,белый,2 120  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,106 л.с.,бензиновый ,АИ-95 ,10.9 с,6.7 л,Россия ,B ,179 км/ч,?,640 000 
"Nissan Almera, 2005",2005,193 400 км,чёрный,882  / год,механическая,передний,Не требует ремонта,3 или более,1.5 л,98 л.с.,бензиновый ,АИ-95 ,13.1 с,6.6 л,Япония ,C ,177 км/ч,?,410 000 
"Renault Arkana, 2019",2019,59 700 км,красный,3 000  / год,вариатор,передний,Не требует ремонта,1 владелец,1.3 л,150 л.с.,бензиновый ,АИ-92 ,10.2 с,7.1 л,Франция ,C ,191 км/ч,Euro 5 ,1 720 000 
"Lada (ВАЗ) Vesta, 2022",2022,44 092 км,серый,2 120  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,106 л.с.,бензиновый ,АИ-92 ,11.2 с,6.9 л,Россия ,B ,175 км/ч,Euro 5 ,1 299 990 
"Tesla Model X P100D, 2018",2018,60 865 км,чёрный,0  / год,автоматическая,полный,Не требует ремонта,1 владелец,895/1795 л,762 л.с.,Электро ,?,2.8 с,?,США ,E ,261 км/ч,?,5 270 000 
"Hyundai Solaris, 2019",2019,84 000 км,серый,2 460  / год,механическая,передний,Не требует ремонта,1 владелец,1.6 л,123 л.с.,бензиновый ,АИ-92 ,10.3 с,6.0 л,Южная Корея ,B ,193 км/ч,Euro 5 ,1 330 000 
"Ford Kuga, 2017",2017,100 001 км,белый,3 000  / год,автоматическая,передний,Не требует ремонта,1 владелец,2.5 л,150 л.с.,бензиновый ,АИ-95 ,10.7 с,8.1 л,США ,C ,185 км/ч,Euro 5 ,1 890 000 
"BMW 3 серии 320d, 2017",2017,130 000 км,белый,7 600  / год,автоматическая,задний,Не требует ремонта,2 владельца,2.0 л,190 л.с.,дизельный ,ДТ ,7.2 с,4.4 л,Германия ,D ,230 км/ч,Euro 6 ,2 799 000 
"Land Rover Discovery, 2018",2018,104 000 км,чёрный,18 675  / год,автоматическая,полный,Не требует ремонта,2 владельца,3.0 л,249 л.с.,дизельный ,ДТ ,8.1 с,7.2 л,Великобритания ,J ,209 км/ч,Euro 6 ,4 500 000 
"Ford Focus, 2012",2012,124 000 км,чёрный,3 000  / год,роботизированная,передний,Не требует ремонта,3 или более,2.0 л,150 л.с.,бензиновый ,АИ-95 ,9.4 с,6.4 л,США ,C ,202 км/ч,Euro 5 ,950 000 
"Lada (ВАЗ) Granta Sport, 2015",2015,122 885 км,чёрный,2 360  / год,механическая,передний,Не требует ремонта,3 или более,1.6 л,118 л.с.,бензиновый ,АИ-95 ,9.5 с,7.8 л,Россия ,B ,197 км/ч,?,845 000 
"Kia Rio, 2018",2018,88 971 км,белый,900  / год,механическая,передний,Не требует ремонта,2 владельца,1.4 л,100 л.с.,бензиновый ,АИ-92 ,12.2 с,5.7 л,Южная Корея ,B ,185 км/ч,Euro 5 ,1 150 000 
"Chery Tiggo 5, 2015",2015,52 000 км,белый,2 780  / год,механическая,передний,Не требует ремонта,2 владельца,2.0 л,139 л.с.,бензиновый ,АИ-95 ,12.8 с,8.2 л,Китай ,C ,175 км/ч,Euro 4 ,1 300 000 
"Kia Rio, 2020",2020,14 760 км,серый,2 460  / год,автоматическая,передний,Не требует ремонта,1 владелец,1.6 л,123 л.с.,бензиновый ,АИ-92 ,11.2 с,6.6 л,Южная Корея ,B ,192 км/ч,Euro 5 ,1 740 000 
"Toyota RAV4, 2017",2017,71 500 км,красный,2 920  / год,вариатор,передний,Не требует ремонта,2 владельца,2.0 л,146 л.с.,бензиновый ,АИ-95 ,11.1 с,7.4 л,Япония ,C ,180 км/ч,Euro 5 ,2 150 000 
"Lada (ВАЗ) Granta, 2019",2019,62 251 км,белый,882  / год,автоматическая,передний,Не требует ремонта,1 владелец,1.6 л,98 л.с.,бензиновый ,АИ-95 ,13.3 с,7.2 л,Россия ,B ,174 км/ч,Euro 5 ,1 029 000 
