model auto,year of production,mileage,exterior colour,tax,transmission,wheel drive,number of owners,engine volume,engine power,engine type,fuel type,acceleration,MPG,country of the car brand,class,top speed,environmental class,price
Hyundai,2012,236000.0,синий,6960.0,автоматическая,полный,3 или более,2.4,174.0,бензиновый ,АИ-95 ,11.7,8.8,Южная Корея ,D ,186.0,Euro 0,1670000.0
Hyundai,2014,107000.0,коричневый,2460.0,механическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,10.3,6.1,Южная Корея ,B ,190.0,Euro 4 ,870000.0
Hyundai,2018,58018.0,оранжевый,2460.0,механическая,передний,2 владельца,1.6,123.0,бензиновый ,АИ-95 ,12.3,7.0,Южная Корея ,B ,169.0,Euro 6 ,1687821.0
Ford,2010,222914.0,серый,2500.0,механическая,передний,3 или более,1.8,125.0,бензиновый ,АИ-95 ,10.0,7.0,США ,C ,193.0,Euro 0,649990.0
Volkswagen,2013,179000.0,чёрный,2100.0,автоматическая,передний,3 или более,1.6,105.0,бензиновый ,АИ-95 ,12.5,7.0,Германия ,C ,177.0,Euro 5 ,1150000.0
Haval,2022,60425.0,белый,3000.0,роботизированная,полный,2 владельца,1.5,150.0,бензиновый ,АИ-95 ,9.0,8.4,Китай ,C ,180.0,Euro 5 ,2410000.0
Lada,2017,201000.0,серый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,840000.0
Jeep,2013,122330.0,серый,18225.0,автоматическая,полный,3 или более,3.0,243.0,дизельный ,ДТ ,8.2,7.5,США ,J ,202.0,Euro 4 ,2750000.0
Citroen,2010,163000.0,белый,3000.0,автоматическая,передний,3 или более,1.6,150.0,бензиновый ,АИ-95 ,9.8,7.7,Франция ,D ,210.0,Euro 5 ,659990.0
Mercedes-Benz,2019,148090.0,чёрный,6400.0,автоматическая,задний,1 владелец,1.6,160.0,дизельный ,ДТ ,8.4,4.7,Германия ,E ,226.0,Euro 6 ,2900000.0
Lada,2023,18501.0,чёрный,810.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.3,6.8,Россия ,B ,178.0,Euro 5 ,945990.0
Toyota,2013,169093.0,белый,2920.0,вариатор,полный,3 или более,2.0,146.0,бензиновый ,АИ-95 ,11.3,7.8,Япония ,C ,180.0,Euro 0,2099000.0
Lada,2023,11850.0,чёрный,810.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.3,6.8,Россия ,B ,178.0,Euro 5 ,969990.0
Lada,2021,51743.0,коричневый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.5,6.5,Россия ,B ,184.0,Euro 5 ,884990.0
Audi,2010,205150.0,белый,15825.0,роботизированная,полный,2 владельца,2.0,211.0,бензиновый ,АИ-95 ,7.2,8.5,Германия ,D ,222.0,Euro 5 ,1440000.0
Chevrolet,2020,89000.0,серебристый,6760.0,автоматическая,передний,1 владелец,1.5,169.0,бензиновый ,АИ-92 ,9.1,6.3,США ,D ,205.0,Euro 0,1650000.0
Lada,2022,25871.0,белый,810.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,799000.0
Lada,2019,99388.0,чёрный,2440.0,механическая,передний,2 владельца,1.8,122.0,бензиновый ,АИ-92 ,10.9,7.9,Россия ,B ,180.0,Euro 5 ,1380000.0
Lada,2021,48500.0,белый,2120.0,механическая,передний,2 владельца,1.6,106.0,бензиновый ,АИ-95 ,10.8,6.5,Россия ,B ,178.0,Euro 5 ,900000.0
Kia,2013,243646.0,синий,2140.0,механическая,передний,3 или более,1.4,107.0,бензиновый ,АИ-92 ,11.5,5.9,Южная Корея ,B ,190.0,Euro 4 ,799990.0
Lada,2021,74301.0,серый,882.0,автоматическая,передний,1 владелец,1.6,98.0,бензиновый ,АИ-95 ,13.1,7.2,Россия ,B ,176.0,Euro 5 ,1049990.0
Lada,2018,168001.0,серый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,13.5,7.9,Россия ,C ,165.0,Euro 5 ,979990.0
Kia,2010,250000.0,чёрный,18750.0,автоматическая,полный,3 или более,3.0,250.0,дизельный ,ДТ ,9.6,10.2,Южная Корея ,E ,190.0,Euro 4 ,1599000.0
Lada,2018,125000.0,белый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.9,6.7,Россия ,B ,183.0,Euro 4 ,715000.0
Chevrolet,2014,68400.0,белый,2180.0,автоматическая,передний,2 владельца,1.6,109.0,бензиновый ,АИ-95 ,13.5,8.3,США ,C ,177.0,Euro 5 ,1000000.0
Ford,2011,152000.0,чёрный,2900.0,механическая,передний,3 или более,2.0,145.0,бензиновый ,АИ-95 ,9.9,7.9,США ,D ,210.0,Euro 5 ,980000.0
Lada,2013,200000.0,серебристый,2100.0,механическая,передний,3 или более,1.6,105.0,бензиновый ,АИ-95 ,13.1,9.0,Россия ,C ,165.0,Euro 0,752000.0
Ford,2013,204000.0,белый,2100.0,механическая,передний,2 владельца,1.6,105.0,бензиновый ,АИ-95 ,12.4,6.0,США ,C ,189.0,Euro 5 ,890000.0
Ford,2007,226161.0,чёрный,2900.0,автоматическая,передний,3 или более,2.0,145.0,бензиновый ,АИ-95 ,10.7,7.9,США ,C ,195.0,Euro 0,595000.0
Hyundai,2012,126785.0,серый,7880.0,автоматическая,полный,1 владелец,2.2,197.0,дизельный ,ДТ ,10.1,6.8,Южная Корея ,D ,190.0,Euro 5 ,2009000.0
Hyundai,2021,66500.0,чёрный,7960.0,роботизированная,полный,3 или более,2.2,199.0,дизельный ,ДТ ,10.2,6.1,Южная Корея ,D ,200.0,Euro 5 ,3870000.0
Chery,2020,23586.0,зелёный,2940.0,вариатор,передний,1 владелец,1.5,147.0,бензиновый ,АИ-92 ,9.8,8.2,Китай ,C ,186.0,Euro 6 ,1920000.0
Toyota,2018,102000.0,чёрный,3000.0,автоматическая,полный,3 или более,2.2,150.0,дизельный ,ДТ ,10.0,6.7,Япония ,C ,185.0,Euro 5 ,2599000.0
BMW,2015,77921.0,чёрный,57150.0,автоматическая,полный,1 владелец,3.0,381.0,дизельный ,ДТ ,5.2,6.6,Германия ,E ,250.0,Euro 6 ,5720000.0
Lada,2023,28000.0,чёрный,810.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 5 ,910000.0
Lada,2023,13000.0,белый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,10.7,6.5,Россия ,B ,182.0,Euro 5 ,1090000.0
Kia,2023,13.0,серый,7600.0,автоматическая,полный,1 владелец,2.5,190.0,бензиновый ,АИ-95 ,9.4,7.6,Южная Корея ,C ,197.0,Euro 6 ,5840000.0
Kia,2019,48060.0,чёрный,39000.0,автоматическая,полный,1 владелец,3.0,260.0,дизельный ,ДТ ,8.7,11.1,Южная Корея ,E ,190.0,Euro 6 ,4600000.0
Lada,2013,159000.0,пурпурный,882.0,механическая,передний,3 или более,1.6,98.0,бензиновый ,АИ-95 ,11.5,6.9,Россия ,B ,183.0,Euro 4 ,313000.0
Renault,2011,147294.0,чёрный,756.0,механическая,передний,3 или более,1.6,84.0,бензиновый ,АИ-95 ,11.5,7.3,Франция ,B ,175.0,Euro 4 ,740000.0
Kia,2021,104672.0,чёрный,7160.0,автоматическая,полный,1 владелец,2.5,179.0,бензиновый ,АИ-95 ,10.3,8.9,Южная Корея ,D ,195.0,Euro 5 ,4200000.0
Audi,2011,166000.0,чёрный,55800.0,автоматическая,полный,3 или более,4.2,372.0,бензиновый ,АИ-95 ,5.7,9.5,Германия ,F ,250.0,Euro 5 ,1300000.0
Ford,2007,192483.0,чёрный,2300.0,механическая,передний,3 или более,1.6,115.0,бензиновый ,АИ-95 ,10.8,6.4,США ,C ,190.0,Euro 0,589000.0
Nissan,2015,112000.0,чёрный,2340.0,вариатор,передний,1 владелец,1.6,117.0,бензиновый ,АИ-95 ,11.3,6.4,Япония ,C ,184.0,Euro 5 ,1265000.0
Mitsubishi,2012,127500.0,белый,6680.0,вариатор,полный,3 или более,2.4,167.0,бензиновый ,АИ-92 ,10.5,7.9,Япония ,D ,195.0,Euro 4 ,1400000.0
Peugeot,2008,191000.0,чёрный,2400.0,механическая,передний,3 или более,1.6,120.0,бензиновый ,АИ-95 ,10.6,6.5,Франция ,B ,194.0,Euro 0,535000.0
Lada,2023,9135.0,белый,720.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.2,Россия ,J ,140.0,Euro 5 ,1350000.0
Lada,2022,30000.0,серебристый,810.0,механическая,передний,2 владельца,1.6,90.0,бензиновый ,АИ-95 ,11.2,6.8,Россия ,B ,179.0,Euro 2 ,855000.0
Lada,2021,86000.0,серый,810.0,механическая,передний,2 владельца,1.6,90.0,бензиновый ,АИ-95 ,11.3,6.8,Россия ,B ,178.0,Euro 5 ,870000.0
Ford,2013,213800.0,белый,2100.0,механическая,передний,1 владелец,1.6,105.0,бензиновый ,АИ-95 ,12.5,6.0,США ,C ,187.0,Euro 5 ,730000.0
Volkswagen,2015,144500.0,синий,2100.0,механическая,передний,1 владелец,1.6,105.0,бензиновый ,АИ-95 ,11.5,6.5,Германия ,C ,180.0,Euro 5 ,1290000.0
Jaguar,2013,104693.0,белый,51000.0,автоматическая,полный,3 или более,3.0,340.0,бензиновый ,АИ-95 ,6.4,9.6,Великобритания ,E ,250.0,Euro 0,1950000.0
Hyundai,2014,128505.0,чёрный,2640.0,автоматическая,передний,3 или более,1.6,132.0,бензиновый ,АИ-92 ,11.6,6.9,Южная Корея ,C ,195.0,Euro 4 ,1359000.0
Nissan,2013,213001.0,белый,7600.0,автоматическая,полный,2 владельца,2.5,190.0,дизельный ,ДТ ,10.7,9.0,Япония ,J ,186.0,Euro 0,1899000.0
Toyota,2015,122746.0,белый,7080.0,автоматическая,полный,3 или более,2.8,177.0,дизельный ,ДТ ,12.7,7.4,Япония ,J ,175.0,Euro 5 ,3776700.0
Kia,2020,86589.0,серый,2460.0,автоматическая,передний,3 или более,1.6,123.0,бензиновый ,АИ-92 ,11.2,6.6,Южная Корея ,B ,192.0,Euro 5 ,1690000.0
Lada,2018,112724.0,белый,783.0,механическая,передний,2 владельца,1.6,87.0,бензиновый ,АИ-95 ,11.6,7.5,Россия ,B ,172.0,Euro 5 ,565000.0
Lada,2022,20088.0,зелёный,720.0,механическая,полный,1 владелец,1.7,80.0,бензиновый ,АИ-95 ,19.0,10.2,Россия ,J ,140.0,Euro 5 ,1269990.0
Chevrolet,2011,155000.0,чёрный,2020.0,автоматическая,передний,3 или более,1.4,101.0,бензиновый ,АИ-95 ,12.3,6.4,США ,B ,170.0,Euro 0,650000.0
Lada,2018,65000.0,белый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-92 ,11.2,6.9,Россия ,B ,175.0,Euro 5 ,930000.0
Mitsubishi,2012,309900.0,чёрный,7120.0,автоматическая,полный,2 владельца,3.0,178.0,бензиновый ,АИ-92 ,13.6,12.2,Япония ,J ,175.0,Euro 4 ,1750000.0
Lada,2022,19400.0,чёрный,810.0,механическая,передний,1 владелец,1.6,90.0,бензиновый ,АИ-95 ,11.3,6.8,Россия ,B ,178.0,Euro 5 ,855000.0
Lada,2021,65990.0,серый,882.0,автоматическая,передний,1 владелец,1.6,98.0,бензиновый ,АИ-95 ,13.3,7.2,Россия ,B ,174.0,Euro 5 ,1000000.0
Toyota,2012,277730.0,белый,2960.0,вариатор,полный,1 владелец,2.0,148.0,бензиновый ,АИ-95 ,11.5,7.6,Япония ,C ,185.0,Euro 4 ,1688000.0
Hyundai,2021,57000.0,чёрный,18675.0,автоматическая,полный,1 владелец,3.5,249.0,бензиновый ,АИ-95 ,8.0,10.5,Южная Корея ,D ,210.0,Euro 5 ,4950000.0
Mercedes-Benz,2019,64300.0,чёрный,3000.0,автоматическая,задний,2 владельца,1.5,150.0,бензиновый ,АИ-95 ,8.6,6.5,Германия ,D ,223.0,Euro 6 ,3090000.0
Kia,2011,180000.0,коричневый,2520.0,автоматическая,передний,3 или более,1.6,126.0,бензиновый ,АИ-95 ,12.0,7.1,Южная Корея ,C ,182.0,Euro 4 ,945000.0
Skoda,2014,122191.0,белый,6080.0,роботизированная,передний,3 или более,1.8,152.0,бензиновый ,АИ-95 ,8.7,7.1,Чехия ,D ,218.0,Euro 5 ,1380000.0
Ford,2018,73000.0,белый,3000.0,автоматическая,передний,2 владельца,1.5,150.0,бензиновый ,АИ-95 ,9.3,6.1,США ,C ,210.0,Euro 6 ,1470000.0
Chery,2014,135000.0,белый,2780.0,механическая,передний,2 владельца,2.0,139.0,бензиновый ,АИ-95 ,12.8,8.2,Китай ,C ,175.0,Euro 4 ,1250000.0
Mitsubishi,2012,95374.0,белый,2920.0,вариатор,передний,1 владелец,2.0,146.0,бензиновый ,АИ-92 ,11.5,7.5,Япония ,D ,190.0,Euro 4 ,1448000.0
Lada,2017,57000.0,белый,747.0,механическая,полный,2 владельца,1.7,83.0,бензиновый ,АИ-95 ,19.0,9.9,Россия ,J ,137.0,Euro 5 ,675000.0
Chevrolet,2013,158790.0,бежевый,2180.0,механическая,передний,3 или более,1.6,109.0,бензиновый ,АИ-95 ,12.5,7.3,США ,C ,185.0,Euro 5 ,749990.0
BMW,2005,270002.0,серебристый,7680.0,автоматическая,полный,3 или более,2.5,192.0,бензиновый ,АИ-95 ,9.8,11.9,Германия ,D ,208.0,Euro 0,990000.0
Volkswagen,2015,157904.0,серый,2100.0,механическая,передний,3 или более,1.6,105.0,бензиновый ,АИ-95 ,10.5,6.4,Германия ,B ,190.0,Euro 4 ,830000.0
Kia,2020,55423.0,белый,3000.0,автоматическая,передний,1 владелец,2.0,150.0,бензиновый ,АИ-95 ,10.7,7.8,Южная Корея ,D ,202.0,Euro 5 ,2555000.0
BMW,2021,22826.0,серый,17325.0,автоматическая,полный,2 владельца,2.0,231.0,дизельный ,ДТ ,7.5,6.2,Германия ,E ,222.0,Euro 6 ,7990000.0
Hyundai,2010,83000.0,голубой,873.0,автоматическая,передний,2 владельца,1.4,97.0,бензиновый ,АИ-92 ,13.9,6.5,Южная Корея ,B ,167.0,Euro 0,680000.0
Volkswagen,2016,270666.0,белый,15300.0,автоматическая,полный,2 владельца,3.0,204.0,дизельный ,ДТ ,8.5,7.4,Германия ,E ,206.0,Euro 4 ,2750000.0
Lada,2020,48201.0,белый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,11.4,7.2,Россия ,B ,176.0,Euro 0,1150000.0
Mitsubishi,2022,11.0,белый,2920.0,вариатор,передний,1 владелец,2.0,146.0,бензиновый ,АИ-92 ,11.4,7.5,Япония ,D ,193.0,Euro 5 ,3139000.0
Renault,2012,240000.0,бежевый,2120.0,механическая,передний,1 владелец,1.6,106.0,бензиновый ,АИ-95 ,11.7,6.7,Франция ,C ,183.0,Euro 4 ,670000.0
